Indiana Pacers,Toronto Raptors,-204,+173
Washington Wizards,Portland Trail Blazers,-115,-101
Los Angeles Lakers,Atlanta Hawks,+227,-270
Phoenix Suns,New York Knicks,-833,+581
San Antonio Spurs,Minnesota Timberwolves,-1667,+1003
Toronto Raptors,Portland Trail Blazers,-122,+104
New Orleans Pelicans,Denver Nuggets,-345,+283
Orlando Magic,Cleveland Cavaliers,+463,-625
Los Angeles Clippers,Houston Rockets,-196,+170
Oklahoma City Thunder,Chicago Bulls,-312,+263
Golden State Warriors,New York Knicks,-5000,+1797
Utah Jazz,Detroit Pistons,-370,+301
Memphis Grizzlies,Milwaukee Bucks,-286,+238
Philadelphia 76ers,Brooklyn Nets,+231,-278
Indiana Pacers,Boston Celtics,-400,+324
Washington Wizards,Sacramento Kings,-588,+438
Phoenix Suns,Atlanta Hawks,+220,-263
Portland Trail Blazers,Detroit Pistons,-370,+301
Denver Nuggets,Golden State Warriors,-145,+125
Dallas Mavericks,Los Angeles Clippers,-135,+118
Oklahoma City Thunder,Minnesota Timberwolves,-625,+471
Boston Celtics,Orlando Magic,-213,+179
Toronto Raptors,Miami Heat,-208,+177
Charlotte Hornets,Chicago Bulls,-109,-108
Philadelphia 76ers,Sacramento Kings,+161,-185
Los Angeles Lakers,New York Knicks,-286,+239
San Antonio Spurs,Cleveland Cavaliers,+102,-119
Utah Jazz,Houston Rockets,+118,-135
Indiana Pacers,Milwaukee Bucks,-303,+250
Washington Wizards,Memphis Grizzlies,-385,+311
Golden State Warriors,Detroit Pistons,-2000,+1108
Portland Trail Blazers,Houston Rockets,-135,+117
Phoenix Suns,Minnesota Timberwolves,-204,+174
Denver Nuggets,Atlanta Hawks,+250,-303
Milwaukee Bucks,Orlando Magic,-370,+304
Oklahoma City Thunder,Los Angeles Clippers,-270,+225
Boston Celtics,Memphis Grizzlies,+227,-270
Miami Heat,Brooklyn Nets,-182,+158
Charlotte Hornets,Sacramento Kings,-385,+305
Philadelphia 76ers,Chicago Bulls,+225,-270
Los Angeles Lakers,Detroit Pistons,+143,-164
Utah Jazz,New York Knicks,-1429,+867
Dallas Mavericks,Cleveland Cavaliers,+156,-179
San Antonio Spurs,Toronto Raptors,-303,+250
Brooklyn Nets,New Orleans Pelicans,-143,+124
Indiana Pacers,Orlando Magic,-400,+319
Los Angeles Clippers,Minnesota Timberwolves,-345,+281
Phoenix Suns,Golden State Warriors,+196,-233
Denver Nuggets,New York Knicks,-556,+434
Chicago Bulls,Memphis Grizzlies,+187,-222
Milwaukee Bucks,New Orleans Pelicans,+104,-122
Atlanta Hawks,Sacramento Kings,-833,+572
Miami Heat,Boston Celtics,-141,+121
Charlotte Hornets,Washington Wizards,-139,+122
Los Angeles Lakers,Dallas Mavericks,+272,-333
Oklahoma City Thunder,Toronto Raptors,-278,+231
Brooklyn Nets,Utah Jazz,-128,+110
Detroit Pistons,Charlotte Hornets,-102,-115
Orlando Magic,Boston Celtics,+123,-143
Golden State Warriors,Los Angeles Clippers,-417,+336
San Antonio Spurs,Chicago Bulls,-526,+405
Denver Nuggets,Houston Rockets,+150,-175
Milwaukee Bucks,Washington Wizards,-189,+162
Minnesota Timberwolves,Portland Trail Blazers,+185,-217
Cleveland Cavaliers,Phoenix Suns,-714,+523
Miami Heat,Sacramento Kings,-112,-102
New York Knicks,Indiana Pacers,+350,-455
Philadelphia 76ers,Atlanta Hawks,+282,-345
New Orleans Pelicans,Memphis Grizzlies,-122,+104
Golden State Warriors,Dallas Mavericks,-769,+567
San Antonio Spurs,Denver Nuggets,-833,+567
Brooklyn Nets,Phoenix Suns,-137,+118
Houston Rockets,Detroit Pistons,-333,+278
Memphis Grizzlies,Los Angeles Lakers,-833,+582
New Orleans Pelicans,Boston Celtics,-303,+250
Atlanta Hawks,Cleveland Cavaliers,+104,-120
Charlotte Hornets,Toronto Raptors,-115,-101
Indiana Pacers,Chicago Bulls,-233,+196
Washington Wizards,Miami Heat,-227,+191
Orlando Magic,Sacramento Kings,+136,-156
Philadelphia 76ers,Utah Jazz,+265,-323
Portland Trail Blazers,Dallas Mavericks,-149,+127
Chicago Bulls,Oklahoma City Thunder,+104,-119
Golden State Warriors,Milwaukee Bucks,-1667,+952
Los Angeles Clippers,Portland Trail Blazers,-101,-116
San Antonio Spurs,Sacramento Kings,-667,+490
Houston Rockets,Memphis Grizzlies,-156,+137
Miami Heat,Los Angeles Lakers,-500,+393
Minnesota Timberwolves,Denver Nuggets,-294,+244
New Orleans Pelicans,Detroit Pistons,-208,+175
